,User,Tweet,Time,url
118,anotherlikaaaa,"guru inggris ak sering nanya "" How are you today???"" Aku jawabnya ""fine miss"" dahal hari hari ak spt tai kucing",2022-09-13 13:36:41+00:00,http://twitter.com/download/android
119,ADailami_ID,"@imazkyo @pandji Kasian guru bahasa inggris, sok2an make bahasa inggris.",2022-09-13 12:33:45+00:00,https://mobile.twitter.com
120,exogrlluvz,"@englishfess_ sorry oot, ada yg profesi nya guru Inggris gak ya?🙏🏻",2022-09-13 12:28:39+00:00,http://twitter.com/download/android
121,dimaass_121,"Tidak ada yang benar"" peduli dengan keadaan mu kecuali guru bahasa Inggris mu yang selalu bilang ""how are you to day?""",2022-09-13 12:06:58+00:00,http://twitter.com/download/android
122,MatchaaaLatt3,"@subschfess Guru B. Inggris
Guru B. Indonesia
Guru Sejarah",2022-09-13 12:06:02+00:00,http://twitter.com/download/android
123,NgebutMautC84,"Fenomena ini muncul diatas tahun 2010 min, kalo dulu sih dibwh 2010 kalo ada ortu spt itu malah jadi bahan gunjingan wali murid lain &amp; guru. Gw dulu pernah ngajar bahasa Inggris SD u/ kelas 6 &amp; kelas 1 saat masih kuliah dulu (dibayar hy 200rb/bln😢 th 2001) https://t.co/1o0VAw9rEA",2022-09-13 11:57:24+00:00,https://mobile.twitter.com
124,x1oneitgirl,"@simjeakey i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-13 11:45:48+00:00,http://twitter.com/download/android
125,angelinadeaid,"@bukanbuzzerRp @udahhlewat Saya translator, proofreader, dan guru private Bahasa Inggris berbasis Cambridge Curriculum kak 😀",2022-09-13 11:12:48+00:00,https://mobile.twitter.com
126,shownuya,"Setelah gue inget. Bahasa yg gue pernah pelajari/dapet pelajarannya selain B. Inggris adalah: spanyol, jerman, jepang, mandarin 

Dari semuanya, paling gampang Spanyol. Agak masih bisa dikejar Jepang. Jerman sm Mandarin aku agak tolil, untung guru &amp; dosennya baik 🙏🏻",2022-09-13 11:10:01+00:00,http://twitter.com/download/android
127,urbigg3stf4n,gua nyontek pas mapel inggris yg jaga guru ekonomi ketauan dikiranya ekonomi gua jg nyontek babi anjeng ngentot dikira semua mapelgua bakal nyontek kali asu,2022-09-13 09:59:56+00:00,http://twitter.com/download/iphone
128,benuaandin,@Arkobumen @MurtadhaOne1 Jdi guru bimbel bahasa inggris,2022-09-13 09:41:03+00:00,http://twitter.com/download/android
129,x1oneitgirl,"@duhpoetry i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-13 09:33:54+00:00,http://twitter.com/download/android
130,yasyfienly,"Aku pengen jadi guru bahasa Inggris karena itu cita cita ku dari kecil pengen jadi guru dan mencerdaskan generasi bangsa Indonesia, pengen jadi guru agama supaya bermanfaat dunia akhirat, pengen jadi pengusaha sukses supaya bisa membuat lapangan pekerjaan
sekarang aku lagi bingun",2022-09-13 09:18:26+00:00,http://twitter.com/download/android
131,ddonutboy,"woow, ternyata guru lab bahasa inggris gw teume",2022-09-13 08:55:53+00:00,http://twitter.com/download/android
132,ilypacarku,guru sastra inggris 😍🤩😘🤟🏻😋🫶🏻💋🥰🥰🥰,2022-09-13 08:36:55+00:00,http://twitter.com/download/android
133,fathiyahfikri,"@bene_dion @danieldokter Coba tanya bapak bang, kan guru bahasa Inggris🤣🤣🤣",2022-09-13 08:19:49+00:00,http://twitter.com/download/android
134,RhythmOfBenz,"@ArSunantoaris @AzisDadun_ Iya, gua dapet 1 buku, trus malah diminta guru bahasa inggris SMP buat diajarin ke temen"" lain 😀",2022-09-13 08:18:51+00:00,http://twitter.com/download/android
135,IchalAfrizal8,Double les B.Inggris sama B.Jawa dengan guru les yg beda dan waktu yg beda membuatku senang :),2022-09-13 08:05:51+00:00,http://twitter.com/download/android
136,BudakGarut__,@Dee_01984 @ResNgawi Pernah pas SMP satu kelas dapat alpa dari guru bahasa Inggris 🤣🤣,2022-09-13 08:05:19+00:00,http://twitter.com/download/android
137,daydreamer96_,"@delismansyahput @abiridwan2173 Biasanya bukannya bisa mengampu di sekolah lain yg guru bhs inggris kurang, ibuku dulu jg gitu sertifikasi harus 24jam ngajar krn kurang alhasil ngampu di smp sebelah bisa banget.",2022-09-13 07:27:50+00:00,http://twitter.com/download/android
138,kerasnyalyfe,pengalaman karir guru inggris ku selama 2 taun berasa sia2 baca si mbak ini ngobrak ngabrik grammar bjorka https://t.co/8gKg51EjkN,2022-09-13 07:26:28+00:00,https://mobile.twitter.com
139,Malikyuuun08,"Ngajar b.indo, soalnya klo guru b.inggris namanya bu draw https://t.co/dwT8BKhthK",2022-09-13 06:58:09+00:00,http://twitter.com/download/android
140,defeusl__,@Jokitugsfess Ini kak @jockeyinaja guru bhs inggris semoga cocok 💋,2022-09-13 05:44:21+00:00,http://twitter.com/download/android
141,haejiangel,"aku: mr doain saya yaa biar saya keterima di OSIS
guruu akuu: ah gamau, nanti kamu kalau keterima, nilai kamu turun, terus nanti keluar kelas terus
aku: nggaa dongg, kan nanti di OSIS saya bisa ningkatin bahasa Inggris sayaaa
guru: bener ya? janji
aku: iyaa janji",2022-09-13 05:24:43+00:00,http://twitter.com/download/android
142,razadefrial,@idextratime pelatih prodak inggris biasalah cem guru penjas,2022-09-13 04:53:17+00:00,http://twitter.com/download/android
143,x1oneitgirl,"@condlom i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-13 04:48:53+00:00,http://twitter.com/download/android
144,depeuhria,@Jokitugsfess Aku saranin ke @jockeyinaja dia spesnya + guru bahasa inggris,2022-09-13 04:31:22+00:00,http://twitter.com/download/android
145,tjkeshi,"jujur ketimbang ngelamar jadi guru bimbel bahasa inggris gue mungkin lebih disebut jadi guru agama kristen, ini gimana ya biar muka gue ada islami nya sedikit",2022-09-13 04:26:34+00:00,http://twitter.com/download/iphone
146,x1oneitgirl,"@Jokitugsfess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-13 04:23:46+00:00,http://twitter.com/download/android
147,GuruPrivatMaros,Butuh Guru Privat BAHASA INGGRIS ? Silahkan Hubungi GuruPrivatMaros Telp/WA : 085242353833 PIN BB : 55178187,2022-09-13 03:16:23+00:00,http://twittbot.net/
148,x1oneitgirl,"@aisyahhhhsfns i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, suka banget sama sejarah juga, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-13 03:11:39+00:00,http://twitter.com/download/android
149,tanyakanrl,💚 halooo disini ada yg jadi guru bahasa Inggris di sekolah? boleh ketuk dmnya ga? terima kasih 💗,2022-09-13 03:10:00+00:00,http://itunes.apple.com/us/app/twitter/id409789998?mt=12
150,x1oneitgirl,"@kenmabusiness i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-13 02:37:59+00:00,http://twitter.com/download/android
151,delismansyahput,@abiridwan2173 Saya guru bahasa inggris yang lulus P3K 2021. d sekolah dimana saya lulus sudah ada guru PNS bahasa inggris yang sudah sertifikasi. Dan saya juga sudah sertifikasi. Sementara Sekolah itu rombelnya cuma 3 kelas. Alhasil saya diberikan jam mengajar tdk sesuai SK.,2022-09-13 02:34:08+00:00,http://twitter.com/download/android
152,real__rizaa,@abiridwan2173 Semoga guru yang PG khususnya mapel bahasa inggris dibatam dapat formasi dan ditempatkan semua ya Allah dan semoga kami segera dapat SK 😥🤲,2022-09-13 02:30:11+00:00,http://twitter.com/download/android
153,x1oneitgirl,"@pipinyairene i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, feenya tergantung tugasnya kaya gimana ya kak, coba dm detailnya",2022-09-13 02:13:43+00:00,http://twitter.com/download/android
154,minjeon_noora,"@worksfess Ngelamar jadi guru aja nder atau jadi guru les, selain sejarah keahlian kamu apalagi, bisa bahasa Inggris ga? Matematika dasar gitu bisa? Kalau bisa kamu bisa ngajar lebih dari satu matpel, lumayan, coba aja ngelamar ke ruangguru, quipper, gitu2 gapapa freelancer dulu.",2022-09-13 02:00:34+00:00,http://twitter.com/download/android
155,Ronnie_Rusli,"Ucapan guru sekolah adalah cambuk untuk meperbaiki diri bukan menghina.

Akibatbya skrg menjadi ""Reviewer"" buat publikasi ilmiah dlm bahasa Inggris negara2 mana saja didunia yg mau mempublikasi hasil penelitian ilmiahnya di jurnal ilmiah internasional rating paling tingi di dunia",2022-09-13 01:54:57+00:00,https://mobile.twitter.com
156,Ronnie_Rusli,"Saya wkt SMA oleh guru bahasa inggris (org Maluku) ddlm kelas, kepala saya dijitak pakai penghapus papan tulis bagian yg empuk krn engga bs mengucapkan kaimat bahasa inggris dng benar, gurunya berkata kpd saya ""Dari muka saja bisa liat muka anak bodo"" Saya gak lupa oleh krn itu🤣",2022-09-13 01:49:43+00:00,https://mobile.twitter.com
157,hhhhlfm,That's what i thought🤣 bahasanya Bjorka tuh org Indo bgt. Bahasa Indo yg di-Inggris-in bgt kalo kata guru jaman sekolah wkwkwk. One thing for sure sih bukan native English speaker kayanya https://t.co/ekAV9YTR31,2022-09-13 01:48:37+00:00,http://twitter.com/download/android
158,_lepecheur_,"@BukanVerdi @angelinadeaid Nope. Guru bahasa Polandiaku orang Polandia asli. Memang bisa bahasa Inggris, tapi gak terlalu fluent since bahasa yg dipake di sana pake Polish. Hal ini jg banyak terjadi di Eropa Timur kok karena aku jg punya bbrp temen dari sana. Pernyataann ini ga valid hehe.",2022-09-13 01:22:55+00:00,http://twitter.com/download/android
159,AzhraAtira,mana pink banget lagi kaya guru bhsaa Inggris ku https://t.co/oKMNeyjj7h,2022-09-13 00:25:25+00:00,http://twitter.com/download/android
160,delismansyahput,@abiridwan2173 Tdk bisa pindah?  Saya guru bahasa inggris yang lulus P3K 2021. d sekolah dimana saya lulus sudah ada guru PNS bahasa inggris yang sudah sertifikasi. Dan saya juga sudah sertifikasi. Sementara Sekolah itu rombelnya cuma 3 kelas. Alhasil saya diberikan jam mengajar tdk sesuai SK.,2022-09-13 00:11:07+00:00,http://twitter.com/download/android
161,Yanuara90598160,"@Cici86472732 Baru nyampek Bu guru, emang ya Bu guru MTK/B. Inggris &amp; B. Indonesia cantik² yang mengajar khususnya kayak Bu guru nih cantik.",2022-09-12 23:40:59+00:00,http://twitter.com/download/android
162,redikabrian,"dulu, 
cuma guru b.inggris doang 
yang nanya ""how are you today?""",2022-09-12 23:12:47+00:00,http://twitter.com/download/iphone
163,alvito_nasution,@angelinadeaid Guru bahasa Inggris di SD Negri pun bisa tau kalo Englishnya si Bjorka ini rasa ketoprak alias Indonesia banget. Bukan begitu bun @KamusKecil01 ???,2022-09-12 20:37:00+00:00,http://twitter.com/download/android
164,ourprettystuffs,"Yohanes Pongpabia merupakan guru Bahasa Inggris di SMPN 1 Kimak Ilaga. Ia berkisah sejak 2020 hingga 2022, saat kelompok bersenjata melakukan penyerangan, ia dan beberapa rekan guru lainnya masih memilih bertahan untuk mengajar para siswa. https://t.co/AeDgm1zQHL",2022-09-12 16:40:01+00:00,http://twitter.com/download/android
165,cec3ee,"""how are you today"" ucap guru bahasa Inggris",2022-09-12 15:43:26+00:00,http://twitter.com/download/android
166,Ngab_Bob,"Dipikir pikir cuman guru bahasa Inggris yang pernah nanyain ""how are you today?""",2022-09-12 14:24:41+00:00,http://twitter.com/download/android
167,avgdrjc,Perlu guru les bahasa Inggris atau supir gak https://t.co/XlHvwhjN6r,2022-09-12 14:22:54+00:00,http://twitter.com/download/android
168,zidanlaper,"seumur umur kayanya cuma guru bahasa inggris yg pernah nanya ""how are you today?""",2022-09-12 14:11:57+00:00,http://twitter.com/download/android
169,sebuahbadut,"jadi keinget pas SMP guru bahasa Inggris gw ngasih lagu pumped up kicks untuk materi listening lirik sama translasi lirik 😭💀

Terus ada dimana tuh lagu dinyanyiin sekelasan 💀",2022-09-12 14:11:21+00:00,http://twitter.com/download/android
170,x1oneitgirl,"@Jokitugsfess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-12 13:35:02+00:00,http://twitter.com/download/android
171,__Bungs,Bionya beralamat di polandia lalu posting status seperti guru bahasa inggris kadang pakai bahasa indonesia dan dianggap pahlawan oleh kelompok kadal 🤣,2022-09-12 13:27:47+00:00,http://twitter.com/download/iphone
172,ndnraaaa,baru pertama kali dipuji guru inggris🙏🏻 https://t.co/rU4m5N9rqI,2022-09-12 13:23:23+00:00,http://twitter.com/download/iphone
173,_xykshaaz,"B.inggris, ipa, mtk juga *tapi giaman guru sih w te er https://t.co/wa7VF16u0L",2022-09-12 13:07:28+00:00,http://twitter.com/download/android
174,Itsbataraa,"@wimnteor Wkwkwkwk kasian atuh adenya, cuma guru bhsa Inggris yg selalu nanya gimana harinya 😥😥",2022-09-12 13:05:28+00:00,http://twitter.com/download/android
175,x1oneitgirl,"@Jokitugsfess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-12 12:36:11+00:00,http://twitter.com/download/android
176,tonysIark,Gue mencari guru bahasa Inggris,2022-09-12 12:22:32+00:00,http://twitter.com/download/android
177,tonysIark,Weh jawab sapa di sini yang guru bahasa inggris,2022-09-12 12:19:52+00:00,http://twitter.com/download/android
178,pawangpnda,@kukikeiki Gw udh pernah cerita blm sih emak gw dulu guru bahasa inggris tk,2022-09-12 11:46:06+00:00,http://twitter.com/download/android
179,addittamma,"Rispek bgt ga si sama guru basa inggris, biar cuma formalitas etlis pernah nanya how r u today",2022-09-12 11:23:28+00:00,http://twitter.com/download/iphone
180,mansaereul,"@natanattda Butuh guru les inggris juga gak,,,,,",2022-09-12 10:45:45+00:00,http://twitter.com/download/android
181,sunarinter,@tanyakanrl prnah sama guru bhs inggris🤠,2022-09-12 10:29:52+00:00,http://twitter.com/download/android
182,Circusclownnnn,"Sampai sekarang, selain guru bahasa inggris nggak pernah ada lagi yang nanya gini. “How are you today”",2022-09-12 10:07:44+00:00,http://twitter.com/download/android
183,YanuarAhmadFau1,Seumur-umur kayanya cuman guru bahasa Inggris yang pernah nanya “how are you today?”,2022-09-12 09:55:18+00:00,http://twitter.com/download/iphone
184,kaxxsy,hari ini guru b Inggris sangatlah awikwok 😀😀😀,2022-09-12 09:13:35+00:00,http://twitter.com/download/android
185,bennysiauw89,"Kemarin ini sempat coba latian listening dgn nonton satu series tanpa subtitle English. Ngerasa fail banget karena jadinya cuma ngerti 60% cerita.

Pas akhirnya ngobrol sama temen yang guru Inggris, justru dikasitau bisa jd masalah suara dari series &amp; banyak hal lainnya.",2022-09-12 07:27:00+00:00,http://twitter.com/download/android
186,GuruPrivatMaros,Butuh Guru Privat BAHASA INGGRIS ? Silahkan Hubungi GuruPrivatMaros Telp/WA : 085242353833 PIN BB : 55178187,2022-09-12 07:16:18+00:00,http://twittbot.net/
187,taxzzzy,Baru masuk kelas langsung cemberut dasar guru bhs.inggris,2022-09-12 07:15:13+00:00,http://twitter.com/download/android
188,convomf,💙 waktu itu ada tugas speaking dan sender satu satunya yang bener dan lancar dikelas. Tapi yakali cuma karena itu langsung disuruh ikut lomba debat inggris? ya allah allahurobbi 😭 guru english gweh gajelas. Aph dia tidak tau ak aj bermodalkan gugle translate 😭😭😭😭😭😭😭,2022-09-12 07:00:53+00:00,https://twitter.com/munconvo
189,ChocoMilk5523,Guru inggris nerangin agama trus itu ngebahas sifat setan,2022-09-12 06:28:36+00:00,http://twitter.com/download/android
190,LibrariBooks,"harus ​dibimbing oleh ​seorang guru. ​ Disamping itu, ​karena dilengkapi ​dengan percakapan ​yang menunjang ​pemahaman tata ​bahasa tersebut, ​pembaca akan ​menemukan bahwa ​buku ini menunjang​ penguasaan bahasa ​Inggris secara ​praktis. https://t.co/gszde5ktrd",2022-09-12 05:57:08+00:00,https://mobile.twitter.com
191,LibrariBooks,Buku ini ​sangat membantu ​pembaca dalam ​mempelajari tata ​bahasa Inggris ​dalam waktu yang ​relatif singkat ​tanpa harus ​dibimbing oleh ​seorang guru.,2022-09-12 05:56:22+00:00,https://getchirrapp.com
192,danieellgf,"dialog b inggris sm guru lancar, giliran ketemu bule asli langsung aoao",2022-09-12 05:45:00+00:00,http://twitter.com/download/android
193,hiYano,@otongkoil Wow bisaan maneh. Guru bahasa inggris eta,2022-09-12 05:34:43+00:00,http://twitter.com/download/iphone
194,rniraecle,kevin km harusnya dpt bayaran lebih tau sbg guru les bahasa inggris,2022-09-12 05:22:28+00:00,http://twitter.com/download/android
195,_plunt,kaget gw ketemu guru bahasa Inggris gw di SMP😭🤏🏻 mw nyapa tdi segan😭🤏🏻,2022-09-12 04:32:23+00:00,http://twitter.com/download/android
196,castlesungg,@tanyakanrl Ketawa banget anjirr🤣 pentingnya dengerin guru bhs inggris kalo lagi ngejalasin,2022-09-12 03:41:06+00:00,http://twitter.com/download/android
197,tutuptitip,@mukaiklas seumur-umur kayanya cuma guru bahasa inggris yang hobinya melahirkan teros..,2022-09-12 03:39:46+00:00,https://mobile.twitter.com
198,x1oneitgirl,"@busifess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG/short answer start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-12 03:14:24+00:00,http://twitter.com/download/android
199,mas2semestertua,"@collegemenfess minat, especially guru bahasa inggris atau ips/sejarah
klo terlepas masalah gaji ya😁",2022-09-12 02:54:37+00:00,http://twitter.com/download/android
200,letmecryyy_,mimpi dk jadi guru les bahasa inggris,2022-09-15 20:50:27+00:00,http://twitter.com/download/iphone
201,Idang_Walmiki,"@denjufri @BOLATIME1 @m_t_hidayat @riamiliaputri @detikcom @detik_jatim Emang gua guru Inggris di MA om. 😁percaya gak percaya bukan urusan gua, yg penting murid gua sekrang dah pada ngarti 16 tenses ama public speaking.",2022-09-15 17:16:43+00:00,http://twitter.com/download/android
202,bbykoooo_,"@noirkitkat beneeeee kaaa. kata guru bhs inggris aku dulu di smp juga gitu,kalo mau belajar bahasa inggris dengerin lagu lagu yg berbahasa inggris aja,sama nyatet lirik lagunya😂",2022-09-15 16:50:46+00:00,http://twitter.com/download/android
203,teajusenakkk,cuman guru bahasa inggris doang yg nanyain “how are you today?”,2022-09-15 16:30:10+00:00,http://twitter.com/download/iphone
204,ccahyeol,"Tugas elite, materi sulit
Sapa lagi kalo ga guru bhs inggris w, alias tgsnya banyak bgt cogg😭👎",2022-09-15 15:52:11+00:00,http://twitter.com/download/android
205,jmencintai,"enih guru Inggris ngasih tugas kaya gapernah ngasih tugas nying, minimal manusiawi",2022-09-15 15:16:25+00:00,http://twitter.com/download/android
206,GuruPrivatMaros,Butuh Guru Privat BAHASA INGGRIS ? Silahkan Hubungi GuruPrivatMaros Telp/WA : 085242353833 PIN BB : 55178187,2022-09-15 15:16:08+00:00,http://twittbot.net/
207,fluttershyis,kayak apa ya idk how to solve this problem tp tiap uh sasing nilai aku selalu bagus tp kalau bahasa inggris tuh not good enough ??!!!!?!?? ini permasalahan nya ada di aku atau di guru nya ya,2022-09-15 14:44:21+00:00,http://twitter.com/download/android
208,Utamadityayoga,"@mumpungadjie @ulyanisaa_ @stillshanee @phobiaangka13 @MonashcI39 @Ghozali292 @Haisa_HS di suruh buka - buka buku catatan sekolah setau ane di sekolah dulu gak ada tuh di kamus KBBI kata ""Kapslock""
di catatan yang ada kata ""Capslock"" itu terdapat di dalam Bahasa Inggris jika di terjemahkan ke dalam Bahasa Indonesia artinya ""Huruf Kapital"" apa Guru ane yang salah https://t.co/MF82mriseR",2022-09-15 13:48:32+00:00,http://twitter.com/download/android
209,din8o,"@dinoshoelace @thejeon_ halo magenta, aku ini bakal jadi guru b. inggris loh 3 tahunan lagi, les ke aku aja ya gratis kok 🥰",2022-09-15 12:56:15+00:00,http://twitter.com/download/android
210,maryana20894172,"@UnivTerbuka @gusaagus Min, saya berencana daftar Pascasarjana magister pendidikan bahasa Inggris.

saya guru bimbel, dan setelah saya coba isi formulir pendaftaran, ada opsi utk mengisi SK institusi sementara bimbel saya belum memiliki sk.
itu bagaimana ya solusi nya min 🙏🏻",2022-09-15 12:53:51+00:00,http://twitter.com/download/android
211,maryana20894172,"@UnivTerbuka Min saya berencana daftar Pascasarjana Magister pendidikan bahasa inggris, saya guru bimbel dan bimbel saya belum memiliki sk bagaimana solusi nya min?

Sementara saat mengisi formulir pendaftaran pascasarjana, ada pilihan melampirkan SK institusi",2022-09-15 12:45:53+00:00,http://twitter.com/download/android
212,meywuh,"@schfess Guru b. Inggris, kmaren malah bukannya bahas materi, kita jdi bahas ttg jurig😇 yh walopun seru sih wjwjwj",2022-09-15 12:26:51+00:00,http://twitter.com/download/android
213,gajelasloe_,"Kak, mau private english gak? Kebetulan saya guru bahasa inggris https://t.co/gT3Uif6op2",2022-09-15 12:26:01+00:00,http://twitter.com/download/android
214,1st_MM,#MMFact Mrs.Tina adalah anak kandung dari Pak Pras. Masing2 adalah guru bahasa inggris kelas 10 dan 12.,2022-09-15 12:16:57+00:00,http://twittbot.net/
215,n444yeon,"@tanyakanrl iya itu guru lm inggris, inggris wajib, b sunda",2022-09-15 11:52:47+00:00,http://twitter.com/download/android
216,epyepoyzz,"Serius deh, demand guru di international school buat local tuh tinggi tapi rata2 pada gabisa bhs inggris jd gagal pas microteaching.
Kurikulum luar jg udah banyak resourcesnya di internet, free lagi. 
Feel free kalo mau tanya2 dm. 
#guruberhakdigajilayak",2022-09-15 11:35:54+00:00,http://twitter.com/download/android
217,x1oneitgirl,"@shooheix i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-15 11:28:04+00:00,http://twitter.com/download/android
218,epyepoyzz,"Buat yg lg kuliah pendidikan dan gamau jd guru honorer, bhs inggris is a must biar bsa apply ke international school. Belajar kurikulum luar minimal Cambridge dan IB. Sumbernya BUANYAK di internet, cari! Plis adaptif sama perubahan kurikulum dan mau belajar dr 0. https://t.co/5oio4RdJ1j",2022-09-15 11:27:55+00:00,http://twitter.com/download/android
219,tandakrenik,"@outer_cosmo ㅤ
ㅤ
Adya, 1993.
Guru bahasa inggris yang punya hobi balet. Salam kenal, mbak Nadia.
ㅤ
ㅤ",2022-09-15 11:24:21+00:00,http://twitter.com/download/android
220,gypsopehila,@convomf mentag guru bahasa inggris q @jinsohm,2022-09-15 11:15:57+00:00,http://twitter.com/download/android
221,denjufri,"@Idang_Walmiki @BOLATIME1 @m_t_hidayat @riamiliaputri @detikcom @detik_jatim Bro jangan jadi sok guru bahasa inggris dadakan ahh, bikin malu aja 😂",2022-09-15 11:06:03+00:00,http://twitter.com/download/android
222,folkwhore__,it’s “ngapain masuk sastra inggris emang mau jadi guru” from people i know until they need someone to translate or check grammar or ask how to write a paper,2022-09-15 10:52:48+00:00,http://twitter.com/download/iphone
223,tandakrenik,"ㅤ
ㅤ
Halo! Saya Adya, guru bahasa inggris. Kalau kamu, namanya siapa?
ㅤ
ㅤ https://t.co/I4cj5dFo4v",2022-09-15 10:44:15+00:00,http://twitter.com/download/android
224,mgududr,cm guru bahasa inggris doang yang nanya “how are you today”,2022-09-15 10:31:58+00:00,http://twitter.com/download/iphone
225,xstarsssx,@worksfess FKIP bhs inggris udah resign jadi guru skrg lagi bisnis fnb,2022-09-15 08:50:27+00:00,http://twitter.com/download/android
226,marthamnrg,mabok gw ini diajari guru bhs inggris kek goni,2022-09-15 08:25:45+00:00,http://twitter.com/download/iphone
227,szadness,PERTAMA KALINYA TUGAS GUE GAK DIROASTING GURU B. INGGRIS,2022-09-15 08:09:53+00:00,http://twitter.com/download/android
228,itsasinna_n,"Tapi kan guru juga sebelum jadi guru adalah siswa. Terus nih pas kuliah pun calon guru juga belajar banyak mata kuliah misalnya guru bahasa Inggris pun tetap belajar Ilmu Alamiah Dasar (ini IPA), tetap belajar Matematika Dasar, English For business, Filsafat dll kok 🥺🥺 https://t.co/lKMU05XmjT",2022-09-15 07:38:41+00:00,http://twitter.com/download/android
229,httpshruby,"bangsat gua di paksa ikut lomba b.inggris sama guru indo, mana udh ditulis lagi",2022-09-15 07:37:44+00:00,http://twitter.com/download/android
230,x1oneitgirl,"@Jokitugsfess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-15 07:37:34+00:00,http://twitter.com/download/android
231,SangAjier,@MeganeHunter_ @secgron itu hecker dek bukan guru bahasa inggris,2022-09-15 06:57:07+00:00,http://twitter.com/download/android
232,ch_elsyy,pelajaran b Indo yg nunggu guru b Inggris🙂🙂 https://t.co/szIJd0rKIw,2022-09-15 06:56:13+00:00,http://twitter.com/download/android
233,Nvjtsy_Hp_choco,"#nthpstory
Hi guys aku mau cerita, hari ini aku kena marah guru huhu😭 aku dimarahin madam soalnya aku ngerjain b Inggris  di jam mtk
Pingin menghilang [cry]",2022-09-15 06:47:43+00:00,http://twitter.com/download/android
234,MrSoviettt,@MeganeHunter_ @secgron Guru b.inggris gua pun yg dari iowa grammer mirip dia,2022-09-15 06:22:54+00:00,http://twitter.com/download/android
235,x1oneitgirl,"@nkimmingyu i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss, PG start 2k/soal, short essay 4k/soal, long essay start 10k/soal",2022-09-15 05:31:12+00:00,http://twitter.com/download/android
236,donthavefriend_,"Perasaan selama aku hidup cuma guru bahasa Inggris yg pernah tanya gini ""how are today? """,2022-09-15 05:06:57+00:00,http://twitter.com/download/android
237,nwhpoetri,Seumur2 kyknya cuma guru bahasa inggris yg pernah nanyain “how are you today”,2022-09-15 04:28:17+00:00,http://twitter.com/download/iphone
238,ryeohe,"GANTI GURU INGGRIS MINAT BS GAKSI ANJRITTTT KALO GINI CARANYA NILAI W YG TADINYA 93, SEM 5 BS JADI 87 🤣🤣🤣🤣🤣🤣 LAWAKKKK LOOOOOOOOOOO",2022-09-15 03:54:15+00:00,http://twitter.com/download/android
239,FulbrightID,"Kesepakatan ini membuka jalan bagi dosen 🇺🇸 mengajar di univ di 🇮🇩 (U.S. Fulbright Scholars), &amp; mahasiswa 🇺🇸 mengajar bhs Inggris di sekolah menengah 🇮🇩bersama guru bhs Inggris Indonesia(U.S. Fulbright Student English Teaching Assistants) &amp; program Fulbright lainnya utk warga 🇮🇩.",2022-09-15 03:34:50+00:00,https://mobile.twitter.com
240,x1oneitgirl,@Jokitugsfess i'll come to the rescue! 🥰 yukk sama aku lulusan sastra inggris top 5 ptn + guru bimbel dijamin nilai baguss,2022-09-15 03:30:55+00:00,http://twitter.com/download/android
241,tandakrenik,"@outer_cosmo ㅤ
ㅤ
Halo! Saya Adya, guru bahasa inggris. Kalau boleh tahu, kamu mengajar tari apa?
ㅤ
ㅤ",2022-09-15 03:19:21+00:00,http://twitter.com/download/android
